关卡ID,关卡名称,随机元素种类（至少3色）,消除目标,关卡步数,3星要求,金币奖励,棋盘形状64位掩码,首次通关道具奖励
920,920,cake04|cake01|cake07|cake03|cake02,cake01-16|cake07-16|cake03-16,27,2400|2400|7200,160|160|480,0011110000111100111111111111111111111111111111110011110000111100,none
921,921,cake04|cake06|cake01|cake08|cake02|cake05,cake02-50,28,2500|2500|7500,170|170|500,0011110001111110111111111110011111100111111111110111111000111100,none
922,922,cake06|cake01|cake04|cake05,cake05-25|cake01-24,28,2450|2450|7350,165|165|490,0111111000111100000110000001100000011000000110000011110001111110,none
923,923,cake01|cake08|cake05|cake04,cake08-25|cake04-24,28,2450|2450|7350,165|165|490,1100001111000011110000111111111111111111110000111100001111000011,none
924,924,cake01|cake07|cake02|cake08|cake06|cake03,cake06-24|cake03-25,28,2450|2450|7350,165|165|490,1111100011111100011111100011111100011111000011110000011100000011,none
925,925,cake07|cake03|cake08|cake04|cake05|cake02,cake02-25|cake04-24,28,2450|2450|7350,165|165|490,1111000011110000111100000000000000000000000011110000111100001111,none
926,926,cake03|cake08|cake02|cake06|cake05|cake07|cake01,cake05-16|cake08-17|cake02-16,28,2450|2450|7350,165|165|490,0111111011111111111111111111111111111111111111111111111101111110,none
927,927,cake04|cake03|cake01|cake08|cake07|cake06,cake07-16|cake04-17|cake06-16,28,2450|2450|7350,165|165|490,0001100000111100011111101111111111111111011111100011110000011000,none
928,928,cake03|cake05|cake01,cake03-31,4,1550|1550|4650,105|105|310,0011110000111100111111111111111111111111111111110011110000111100,none
929,929,cake03|cake08|cake01,cake03-50,4,2500|2500|7500,170|170|500,0011110001111110111111111110011111100111111111110111111000111100,none
930,930,cake01|cake07|cake02,cake01-50,4,2500|2500|7500,170|170|500,0111111000111100000110000001100000011000000110000011110001111110,none
931,931,cake08|cake03|cake01,cake08-50,4,2500|2500|7500,170|170|500,1100001111000011110000111111111111111111110000111100001111000011,none
932,932,cake03|cake01|cake02,cake03-50,4,2500|2500|7500,170|170|500,1111100011111100011111100011111100011111000011110000011100000011,none
933,933,cake08|cake01|cake05,cake01-45,6,2250|2250|6750,150|150|450,1111000011110000111100000000000000000000000011110000111100001111,none
934,934,cake04|cake07|cake06,cake06-50,6,2500|2500|7500,170|170|500,0111111011111111111111111111111111111111111111111111111101111110,none
935,935,cake01|cake03|cake05,cake03-24|cake05-25,6,2450|2450|7350,165|165|490,0001100000111100011111101111111111111111011111100011110000011000,none
936,936,cake05|cake04|cake01,cake05-24|cake04-25,6,2450|2450|7350,165|165|490,0011110000111100111111111111111111111111111111110011110000111100,none
937,937,cake05|cake02|cake03,cake05-24|cake02-25,6,2450|2450|7350,165|165|490,0011110001111110111111111110011111100111111111110111111000111100,none
938,938,cake02|cake08|cake06|cake04|cake05|cake07|cake01,cake06-43,24,2150|2150|6450,145|145|430,0111111000111100000110000001100000011000000110000011110001111110,none
939,939,cake03|cake01|cake08|cake05|cake06,cake06-16|cake03-16|cake01-16,27,2400|2400|7200,160|160|480,1100001111000011110000111111111111111111110000111100001111000011,none
940,940,cake01|cake07|cake03|cake04|cake02,cake03-16|cake04-16|cake01-16,27,2400|2400|7200,160|160|480,1111100011111100011111100011111100011111000011110000011100000011,none
941,941,cake08|cake01|cake06|cake03|cake04|cake02|cake07,cake02-16|cake06-16|cake03-16,27,2400|2400|7200,160|160|480,1111000011110000111100000000000000000000000011110000111100001111,none
942,942,cake02|cake05|cake07|cake04|cake01|cake08,cake07-50,28,2500|2500|7500,170|170|500,0111111011111111111111111111111111111111111111111111111101111110,none
943,943,cake03|cake01|cake05|cake04|cake07|cake06|cake02,cake03-50,28,2500|2500|7500,170|170|500,0001100000111100011111101111111111111111011111100011110000011000,none
944,944,cake05|cake04|cake01|cake08|cake02,cake01-24|cake05-25,28,2450|2450|7350,165|165|490,0011110000111100111111111111111111111111111111110011110000111100,none
945,945,cake03|cake07|cake01|cake05|cake06|cake02,cake03-25|cake07-24,28,2450|2450|7350,165|165|490,0011110001111110111111111110011111100111111111110111111000111100,none
946,946,cake08|cake04|cake02|cake06|cake07,cake07-24|cake02-25,28,2450|2450|7350,165|165|490,0111111000111100000110000001100000011000000110000011110001111110,none
947,947,cake01|cake03|cake05|cake08|cake02,cake08-24|cake03-25,28,2450|2450|7350,165|165|490,1100001111000011110000111111111111111111110000111100001111000011,none
948,948,cake08|cake01|cake06|cake04|cake07|cake05|cake03,cake08-25|cake01-24,28,2450|2450|7350,165|165|490,1111100011111100011111100011111100011111000011110000011100000011,none
949,949,cake03|cake06|cake01|cake07|cake04,cake04-25|cake03-24,28,2450|2450|7350,165|165|490,1111000011110000111100000000000000000000000011110000111100001111,none
950,950,cake07|cake01|cake05|cake02|cake08,cake07-24|cake02-25,28,2450|2450|7350,165|165|490,0111111011111111111111111111111111111111111111111111111101111110,none
951,951,cake05|cake03|cake07|cake06|cake02,cake07-24|cake06-25,28,2450|2450|7350,165|165|490,0001100000111100011111101111111111111111011111100011110000011000,none
952,952,cake08|cake06|cake03|cake02|cake05|cake07|cake04,cake02-16|cake08-16|cake05-17,28,2450|2450|7350,165|165|490,0011110000111100111111111111111111111111111111110011110000111100,none
953,953,cake03|cake06|cake01,cake06-46,4,2300|2300|6900,155|155|460,0011110001111110111111111110011111100111111111110111111000111100,none
954,954,cake01|cake06|cake02,cake06-50,4,2500|2500|7500,170|170|500,0111111000111100000110000001100000011000000110000011110001111110,none
955,955,cake05|cake06|cake01,cake06-50,4,2500|2500|7500,170|170|500,1100001111000011110000111111111111111111110000111100001111000011,none
956,956,cake04|cake03|cake01,cake03-50,4,2500|2500|7500,170|170|500,1111100011111100011111100011111100011111000011110000011100000011,none
957,957,cake06|cake07|cake01,cake07-50,4,2500|2500|7500,170|170|500,1111000011110000111100000000000000000000000011110000111100001111,none
958,958,cake03|cake06|cake01,cake01-27,6,1350|1350|4050,90|90|270,0111111011111111111111111111111111111111111111111111111101111110,none
959,959,cake06|cake05|cake04,cake04-42,6,2100|2100|6300,140|140|420,0001100000111100011111101111111111111111011111100011110000011000,none
960,960,cake01|cake07|cake04,cake04-24|cake07-25,6,2450|2450|7350,165|165|490,0011110000111100111111111111111111111111111111110011110000111100,none
961,961,cake04|cake05|cake01,cake05-25|cake01-24,6,2450|2450|7350,165|165|490,0011110001111110111111111110011111100111111111110111111000111100,none
962,962,cake07|cake01|cake04,cake04-24|cake01-25,6,2450|2450|7350,165|165|490,0111111000111100000110000001100000011000000110000011110001111110,none
963,963,cake06|cake07|cake05|cake03|cake01|cake08|cake04,cake01-17|cake07-15|cake06-16,27,2400|2400|7200,160|160|480,1100001111000011110000111111111111111111110000111100001111000011,none
964,964,cake01|cake05|cake07|cake02|cake08|cake04,cake04-16|cake07-16|cake02-16,27,2400|2400|7200,160|160|480,1111100011111100011111100011111100011111000011110000011100000011,none
965,965,cake05|cake06|cake01|cake03|cake07|cake08|cake02,cake01-16|cake05-16|cake08-16,27,2400|2400|7200,160|160|480,1111000011110000111100000000000000000000000011110000111100001111,none
966,966,cake06|cake01|cake07|cake04|cake03|cake02|cake08,cake07-16|cake01-16|cake06-16,27,2400|2400|7200,160|160|480,0111111011111111111111111111111111111111111111111111111101111110,none
967,967,cake06|cake04|cake02|cake01,cake04-50,28,2500|2500|7500,170|170|500,0001100000111100011111101111111111111111011111100011110000011000,none
968,968,cake07|cake01|cake05|cake04,cake04-50,28,2500|2500|7500,170|170|500,0011110000111100111111111111111111111111111111110011110000111100,none
969,969,cake01|cake05|cake02|cake03|cake06,cake02-50,28,2500|2500|7500,170|170|500,0011110001111110111111111110011111100111111111110111111000111100,none
970,970,cake08|cake03|cake05|cake06,cake06-50,28,2500|2500|7500,170|170|500,0111111000111100000110000001100000011000000110000011110001111110,none
971,971,cake07|cake04|cake08|cake05|cake06,cake07-50,28,2500|2500|7500,170|170|500,1100001111000011110000111111111111111111110000111100001111000011,none
972,972,cake01|cake05|cake06|cake03|cake02,cake05-25|cake01-24,28,2450|2450|7350,165|165|490,1111100011111100011111100011111100011111000011110000011100000011,none
973,973,cake02|cake07|cake03|cake04|cake05|cake01|cake08,cake01-25|cake05-24,28,2450|2450|7350,165|165|490,1111000011110000111100000000000000000000000011110000111100001111,none
974,974,cake01|cake04|cake05|cake03|cake02|cake07,cake01-24|cake05-25,28,2450|2450|7350,165|165|490,0111111011111111111111111111111111111111111111111111111101111110,none
975,975,cake05|cake04|cake02|cake07|cake01,cake01-25|cake05-25,28,2500|2500|7500,170|170|500,0001100000111100011111101111111111111111011111100011110000011000,none
976,976,cake04|cake03|cake08|cake06,cake03-16|cake08-16|cake06-17,28,2450|2450|7350,165|165|490,0011110000111100111111111111111111111111111111110011110000111100,none
977,977,cake03|cake04|cake07|cake02|cake06|cake08|cake05,cake05-17|cake04-16|cake07-16,28,2450|2450|7350,165|165|490,0011110001111110111111111110011111100111111111110111111000111100,none
978,978,cake01|cake08|cake02,cake01-50,4,2500|2500|7500,170|170|500,0111111000111100000110000001100000011000000110000011110001111110,none
979,979,cake01|cake03|cake02,cake01-50,4,2500|2500|7500,170|170|500,1100001111000011110000111111111111111111110000111100001111000011,none
980,980,cake08|cake03|cake01,cake03-50,4,2500|2500|7500,170|170|500,1111100011111100011111100011111100011111000011110000011100000011,none
981,981,cake04|cake03|cake02,cake04-25|cake03-24,6,2450|2450|7350,165|165|490,1111000011110000111100000000000000000000000011110000111100001111,none
982,982,cake08|cake01|cake07,cake01-25|cake08-24,6,2450|2450|7350,165|165|490,0111111011111111111111111111111111111111111111111111111101111110,none
983,983,cake06|cake04|cake05|cake01|cake02,cake04-41,23,2050|2050|6150,140|140|410,0001100000111100011111101111111111111111011111100011110000011000,none
984,984,cake02|cake04|cake01|cake06|cake07|cake08|cake03,cake04-46,26,2300|2300|6900,155|155|460,0011110000111100111111111111111111111111111111110011110000111100,none
985,985,cake06|cake04|cake03|cake01,cake01-16|cake06-16|cake04-16,27,2400|2400|7200,160|160|480,0011110001111110111111111110011111100111111111110111111000111100,none
986,986,cake06|cake08|cake01|cake03|cake05|cake04,cake08-16|cake05-16|cake03-16,27,2400|2400|7200,160|160|480,0111111000111100000110000001100000011000000110000011110001111110,none
987,987,cake02|cake04|cake01|cake06|cake08|cake07|cake05,cake08-50,28,2500|2500|7500,170|170|500,1100001111000011110000111111111111111111110000111100001111000011,none
988,988,cake01|cake03|cake05|cake02|cake06,cake02-50,28,2500|2500|7500,170|170|500,1111100011111100011111100011111100011111000011110000011100000011,none
989,989,cake08|cake05|cake01|cake03|cake04|cake06,cake06-50,28,2500|2500|7500,170|170|500,1111000011110000111100000000000000000000000011110000111100001111,none
990,990,cake01|cake06|cake02|cake08,cake08-50,28,2500|2500|7500,170|170|500,0111111011111111111111111111111111111111111111111111111101111110,none
991,991,cake08|cake05|cake06|cake02|cake03|cake04|cake07,cake04-50,28,2500|2500|7500,170|170|500,0001100000111100011111101111111111111111011111100011110000011000,none
992,992,cake06|cake01|cake08|cake07|cake05|cake04,cake06-50,28,2500|2500|7500,170|170|500,0011110000111100111111111111111111111111111111110011110000111100,none
993,993,cake01|cake05|cake08|cake03|cake04,cake03-50,28,2500|2500|7500,170|170|500,0011110001111110111111111110011111100111111111110111111000111100,none
994,994,cake07|cake01|cake04|cake03|cake08|cake05,cake05-25|cake03-24,28,2450|2450|7350,165|165|490,0111111000111100000110000001100000011000000110000011110001111110,none
995,995,cake03|cake06|cake08|cake07|cake01,cake08-24|cake03-25,28,2450|2450|7350,165|165|490,1100001111000011110000111111111111111111110000111100001111000011,none
996,996,cake06|cake05|cake08|cake01,cake08-24|cake05-25,28,2450|2450|7350,165|165|490,1111100011111100011111100011111100011111000011110000011100000011,none
997,997,cake07|cake02|cake05|cake08|cake03|cake04|cake01,cake01-24|cake05-25,28,2450|2450|7350,165|165|490,1111000011110000111100000000000000000000000011110000111100001111,none
998,998,cake02|cake01|cake05|cake07|cake06|cake03,cake01-25|cake02-24,28,2450|2450|7350,165|165|490,0111111011111111111111111111111111111111111111111111111101111110,none
999,999,cake04|cake06|cake01|cake02|cake07|cake05,cake04-25|cake07-24,28,2450|2450|7350,165|165|490,0001100000111100011111101111111111111111011111100011110000011000,none
1000,1000,cake05|cake06|cake01|cake07|cake04,cake07-24|cake05-25,28,2450|2450|7350,165|165|490,0011110000111100111111111111111111111111111111110011110000111100,none
1001,1001,cake08|cake06|cake07,cake08-5,8,150|300|450,25|25|50,0011110001111110111111111110011111100111111111110111111000111100,random:1
1002,1002,cake01|cake07|cake08,cake01-5,8,150|300|450,25|25|50,0011110001111110111111111110011111100111111111110111111000111100,random:1
1003,1003,cake08|cake04|cake02,cake08-5,8,150|300|450,25|25|50,0011110001111110111111111110011111100111111111110111111000111100,random:1
1004,1004,cake08|cake02|cake01,cake08-5,8,150|300|450,25|25|50,0011110001111110111111111110011111100111111111110111111000111100,random:1
1005,1005,cake08|cake02|cake04,cake08-5,8,150|300|450,25|25|50,0011110001111110111111111110011111100111111111110111111000111100,random:1
1006,1006,cake01|cake05|cake06,cake01-5,8,150|300|450,25|25|50,0011110001111110111111111110011111100111111111110111111000111100,random:1
1007,1007,cake03|cake05|cake01,cake03-5,8,150|300|450,25|25|50,0011110001111110111111111110011111100111111111110111111000111100,random:1
1008,1008,cake01|cake04|cake03,cake01-5,8,150|300|450,25|25|50,0011110001111110111111111110011111100111111111110111111000111100,random:1
1009,1009,cake04|cake02|cake05,cake04-5,8,150|300|450,25|25|50,0011110001111110111111111110011111100111111111110111111000111100,random:1
1010,1010,cake06|cake01|cake04,cake06-5,8,150|300|450,25|25|50,0011110001111110111111111110011111100111111111110111111000111100,random:1
1011,1011,cake04|cake07|cake01,cake04-5,8,150|300|450,25|25|50,0011110001111110111111111110011111100111111111110111111000111100,random:1
1012,1012,cake04|cake01|cake03,cake04-5,8,150|300|450,25|25|50,0011110001111110111111111110011111100111111111110111111000111100,random:1
1013,1013,cake08|cake06|cake05,cake08-5,8,150|300|450,25|25|50,0011110001111110111111111110011111100111111111110111111000111100,random:1
1014,1014,cake08|cake01|cake05,cake08-5,8,150|300|450,25|25|50,0011110001111110111111111110011111100111111111110111111000111100,random:1
1015,1015,cake04|cake01|cake05,cake04-5,8,150|300|450,25|25|50,0011110001111110111111111110011111100111111111110111111000111100,random:1
1016,1016,cake01|cake02|cake03,cake01-5,8,150|300|450,25|25|50,0011110001111110111111111110011111100111111111110111111000111100,random:1
1017,1017,cake06|cake03|cake04,cake06-5,8,150|300|450,25|25|50,0011110001111110111111111110011111100111111111110111111000111100,random:1
1018,1018,cake03|cake05|cake07,cake03-5,8,150|300|450,25|25|50,0011110001111110111111111110011111100111111111110111111000111100,random:1
1019,1019,cake02|cake05|cake06,cake02-5,8,150|300|450,25|25|50,0011110001111110111111111110011111100111111111110111111000111100,random:1
1020,1020,cake08|cake07|cake01,cake08-5,8,150|300|450,25|25|50,0011110001111110111111111110011111100111111111110111111000111100,random:1
1021,1021,cake02|cake06|cake01,cake02-5,8,150|300|450,25|25|50,0011110001111110111111111110011111100111111111110111111000111100,random:1
1022,1022,cake04|cake08|cake06,cake04-5,8,150|300|450,25|25|50,0011110001111110111111111110011111100111111111110111111000111100,random:1
1023,1023,cake03|cake04|cake01,cake03-5,8,150|300|450,25|25|50,0011110001111110111111111110011111100111111111110111111000111100,random:1
1024,1024,cake04|cake03|cake06,cake04-5,8,150|300|450,25|25|50,0011110001111110111111111110011111100111111111110111111000111100,random:1
1025,1025,cake01|cake02|cake03,cake01-5,8,150|300|450,25|25|50,0011110001111110111111111110011111100111111111110111111000111100,random:1
1026,1026,cake06|cake04|cake02,cake06-5,8,150|300|450,25|25|50,0011110001111110111111111110011111100111111111110111111000111100,random:1
1027,1027,cake08|cake06|cake05,cake08-5,8,150|300|450,25|25|50,0011110001111110111111111110011111100111111111110111111000111100,random:1
1028,1028,cake02|cake01|cake03,cake02-5,8,150|300|450,25|25|50,0011110001111110111111111110011111100111111111110111111000111100,random:1
1029,1029,cake07|cake04|cake02,cake07-5,8,150|300|450,25|25|50,0011110001111110111111111110011111100111111111110111111000111100,random:1
1030,1030,cake06|cake02|cake01,cake06-5,8,150|300|450,25|25|50,0011110001111110111111111110011111100111111111110111111000111100,random:1
1031,1031,cake02|cake07|cake06,cake02-5,8,150|300|450,25|25|50,0011110001111110111111111110011111100111111111110111111000111100,random:1
1032,1032,cake03|cake07|cake08,cake03-5,8,150|300|450,25|25|50,0011110001111110111111111110011111100111111111110111111000111100,random:1
1033,1033,cake04|cake01|cake08,cake04-5,8,150|300|450,25|25|50,0011110001111110111111111110011111100111111111110111111000111100,random:1
1034,1034,cake02|cake01|cake06,cake02-5,8,150|300|450,25|25|50,0011110001111110111111111110011111100111111111110111111000111100,random:1
1035,1035,cake08|cake03|cake02,cake08-5,8,150|300|450,25|25|50,0011110001111110111111111110011111100111111111110111111000111100,random:1
1036,1036,cake02|cake01|cake08,cake02-5,8,150|300|450,25|25|50,0011110001111110111111111110011111100111111111110111111000111100,random:1
1037,1037,cake01|cake07|cake02,cake01-5,8,150|300|450,25|25|50,0011110001111110111111111110011111100111111111110111111000111100,random:1
1038,1038,cake06|cake07|cake02,cake06-5,8,150|300|450,25|25|50,0011110001111110111111111110011111100111111111110111111000111100,random:1
1039,1039,cake07|cake01|cake02,cake07-5,8,150|300|450,25|25|50,0011110001111110111111111110011111100111111111110111111000111100,random:1
1040,1040,cake04|cake03|cake02,cake04-5,8,150|300|450,25|25|50,0011110001111110111111111110011111100111111111110111111000111100,random:1
1041,1041,cake05|cake08|cake07,cake05-5,8,150|300|450,25|25|50,0011110001111110111111111110011111100111111111110111111000111100,random:1
1042,1042,cake06|cake01|cake02,cake06-5,8,150|300|450,25|25|50,0011110001111110111111111110011111100111111111110111111000111100,random:1
1043,1043,cake01|cake04|cake03,cake01-5,8,150|300|450,25|25|50,0011110001111110111111111110011111100111111111110111111000111100,random:1
1044,1044,cake03|cake08|cake01,cake03-5,8,150|300|450,25|25|50,0011110001111110111111111110011111100111111111110111111000111100,random:1
1045,1045,cake04|cake08|cake02,cake04-5,8,150|300|450,25|25|50,0011110001111110111111111110011111100111111111110111111000111100,random:1
1046,1046,cake04|cake03|cake02,cake04-5,8,150|300|450,25|25|50,0011110001111110111111111110011111100111111111110111111000111100,random:1
1047,1047,cake04|cake05|cake02,cake04-5,8,150|300|450,25|25|50,0011110001111110111111111110011111100111111111110111111000111100,random:1
1048,1048,cake07|cake08|cake06,cake07-5,8,150|300|450,25|25|50,0011110001111110111111111110011111100111111111110111111000111100,random:1
1049,1049,cake06|cake01|cake07,cake06-5,8,150|300|450,25|25|50,0011110001111110111111111110011111100111111111110111111000111100,random:1
1050,1050,cake07|cake02|cake08,cake07-5,8,150|300|450,25|25|50,0011110001111110111111111110011111100111111111110111111000111100,random:1
1051,1051,cake09|cake10|cake01,cake09-5,8,150|300|450,25|25|50,0011110001111110111111111110011111100111111111110111111000111100,random:1
1052,1052,cake10|cake02|cake09,cake10-5,8,150|300|450,25|25|50,0011110001111110111111111110011111100111111111110111111000111100,random:1
1053,1053,cake03|cake09|cake10,cake09-5,8,150|300|450,25|25|50,0011110001111110111111111110011111100111111111110111111000111100,random:1
1054,1054,cake09|cake04|cake10,cake10-5,8,150|300|450,25|25|50,0011110001111110111111111110011111100111111111110111111000111100,random:1
1055,1055,cake10|cake09|cake05,cake09-5,8,150|300|450,25|25|50,0011110001111110111111111110011111100111111111110111111000111100,random:1
1056,1056,cake06|cake10|cake09,cake10-5,8,150|300|450,25|25|50,0011110001111110111111111110011111100111111111110111111000111100,random:1
1057,1057,cake09|cake07|cake10,cake09-5,8,150|300|450,25|25|50,0011110001111110111111111110011111100111111111110111111000111100,random:1
1058,1058,cake10|cake08|cake09,cake10-5,8,150|300|450,25|25|50,0011110001111110111111111110011111100111111111110111111000111100,random:1
1059,1059,cake01|cake09|cake10,cake09-5,8,150|300|450,25|25|50,0011110001111110111111111110011111100111111111110111111000111100,random:1
1060,1060,cake10|cake09|cake02,cake10-5,8,150|300|450,25|25|50,0011110001111110111111111110011111100111111111110111111000111100,random:1
